,location,total_sqft,bath,price,bhk
7826,Raja Rajeshwari Nagar,1143.0,2.0,38.65,2.0
7827,Raja Rajeshwari Nagar,1610.0,3.0,74.0,3.0
7828,Raja Rajeshwari Nagar,1105.0,2.0,65.0,2.0
7829,Raja Rajeshwari Nagar,1693.0,3.0,57.39,3.0
7830,Raja Rajeshwari Nagar,1258.0,2.0,63.53,2.0
7831,Raja Rajeshwari Nagar,1128.0,2.0,38.24,2.0
7832,Raja Rajeshwari Nagar,1157.0,2.0,53.8,2.0
7833,Raja Rajeshwari Nagar,1185.0,2.0,47.39,2.0
7834,Raja Rajeshwari Nagar,1530.0,3.0,57.0,3.0
7835,Raja Rajeshwari Nagar,1530.0,3.0,61.2,3.0
7836,Raja Rajeshwari Nagar,1030.0,2.0,50.0,2.0
7837,Raja Rajeshwari Nagar,1144.0,2.0,38.55,2.0
7838,Raja Rajeshwari Nagar,1196.0,2.0,51.51,2.0
7839,Raja Rajeshwari Nagar,1570.0,3.0,88.0,3.0
7840,Raja Rajeshwari Nagar,1168.0,2.0,61.0,2.0
7841,Raja Rajeshwari Nagar,1306.0,2.0,55.91,2.0
7842,Raja Rajeshwari Nagar,1608.0,3.0,67.98,3.0
7843,Raja Rajeshwari Nagar,1530.0,3.0,51.87,3.0
7844,Raja Rajeshwari Nagar,1575.0,2.0,78.0,3.0
7845,Raja Rajeshwari Nagar,1200.0,2.0,35.0,2.0
7846,Raja Rajeshwari Nagar,1151.0,2.0,39.02,2.0
7847,Raja Rajeshwari Nagar,1570.0,2.0,65.0,3.0
7848,Raja Rajeshwari Nagar,1580.0,3.0,53.56,3.0
7849,Raja Rajeshwari Nagar,1196.0,2.0,51.15,2.0
7850,Raja Rajeshwari Nagar,1419.0,2.0,48.0,2.0
7851,Raja Rajeshwari Nagar,1560.0,2.0,62.4,3.0
7852,Raja Rajeshwari Nagar,1295.0,2.0,70.0,2.0
7853,Raja Rajeshwari Nagar,648.0,1.0,31.75,1.0
7854,Raja Rajeshwari Nagar,1100.0,2.0,55.0,2.0
7855,Raja Rajeshwari Nagar,1140.0,2.0,38.55,2.0
7856,Raja Rajeshwari Nagar,1090.0,2.0,43.59,2.0
7857,Raja Rajeshwari Nagar,1530.0,3.0,51.77,3.0
7858,Raja Rajeshwari Nagar,1023.0,2.0,42.0,2.0
7859,Raja Rajeshwari Nagar,1070.0,2.0,50.0,2.0
7860,Raja Rajeshwari Nagar,1510.0,2.0,59.0,3.0
7861,Raja Rajeshwari Nagar,4800.0,8.0,225.0,8.0
7862,Raja Rajeshwari Nagar,1128.0,2.0,48.79,2.0
7863,Raja Rajeshwari Nagar,1267.0,2.0,42.85,2.0
7864,Raja Rajeshwari Nagar,550.0,1.0,21.0,1.0
7865,Raja Rajeshwari Nagar,1120.0,2.0,37.95,2.0
7866,Raja Rajeshwari Nagar,1608.0,2.0,85.0,2.0
7867,Raja Rajeshwari Nagar,1210.0,2.0,45.0,2.0
7868,Raja Rajeshwari Nagar,1240.0,2.0,53.27,2.0
7869,Raja Rajeshwari Nagar,1395.0,2.0,72.0,3.0
7870,Raja Rajeshwari Nagar,1165.0,2.0,45.0,2.0
7871,Raja Rajeshwari Nagar,1288.0,2.0,70.0,3.0
7872,Raja Rajeshwari Nagar,1120.0,2.0,37.97,2.0
7873,Raja Rajeshwari Nagar,1140.0,2.0,38.65,2.0
7874,Raja Rajeshwari Nagar,1095.0,2.0,38.33,2.0
7875,Raja Rajeshwari Nagar,1420.0,2.0,60.0,3.0
7876,Raja Rajeshwari Nagar,1303.0,2.0,44.17,2.0
7877,Raja Rajeshwari Nagar,1580.0,3.0,53.56,3.0
7878,Raja Rajeshwari Nagar,1185.0,2.0,40.17,2.0
7879,Raja Rajeshwari Nagar,1140.0,2.0,49.27,2.0
7880,Raja Rajeshwari Nagar,1430.0,2.0,50.0,3.0
7881,Raja Rajeshwari Nagar,1095.0,2.0,38.33,2.0
7882,Raja Rajeshwari Nagar,1235.0,2.0,75.0,2.0
7883,Raja Rajeshwari Nagar,1280.0,3.0,57.6,3.0
7884,Raja Rajeshwari Nagar,1303.0,2.0,55.79,2.0
7885,Raja Rajeshwari Nagar,1162.0,2.0,65.0,2.0
7886,Raja Rajeshwari Nagar,1133.0,2.0,38.41,2.0
7887,Raja Rajeshwari Nagar,1151.0,2.0,49.0,2.0
7888,Raja Rajeshwari Nagar,1267.0,2.0,54.35,2.0
7889,Raja Rajeshwari Nagar,1550.0,3.0,52.45,3.0
7890,Raja Rajeshwari Nagar,1100.0,2.0,50.0,2.0
7891,Raja Rajeshwari Nagar,1185.0,2.0,40.17,2.0
7892,Raja Rajeshwari Nagar,1751.0,3.0,72.0,3.0
7893,Raja Rajeshwari Nagar,1306.0,2.0,44.17,2.0
7894,Raja Rajeshwari Nagar,1196.0,2.0,40.44,2.0
7895,Raja Rajeshwari Nagar,1178.0,2.0,75.0,2.0
7896,Raja Rajeshwari Nagar,1128.0,2.0,40.0,2.0
7897,Raja Rajeshwari Nagar,1151.0,2.0,39.0,2.0
7898,Raja Rajeshwari Nagar,1375.0,2.0,54.99,3.0
7899,Raja Rajeshwari Nagar,1525.0,2.0,99.13,3.0
7900,Raja Rajeshwari Nagar,1060.0,2.0,48.0,2.0
7901,Raja Rajeshwari Nagar,3900.0,6.0,195.0,6.0
7902,Raja Rajeshwari Nagar,1128.0,2.0,48.79,2.0
7903,Raja Rajeshwari Nagar,1400.0,2.0,48.0,3.0
7904,Raja Rajeshwari Nagar,1170.0,2.0,50.0,2.0
7905,Raja Rajeshwari Nagar,1625.0,2.0,54.0,3.0
7906,Raja Rajeshwari Nagar,1185.0,2.0,51.15,2.0
7907,Raja Rajeshwari Nagar,1255.0,2.0,53.87,2.0
7908,Raja Rajeshwari Nagar,1419.0,2.0,60.42,2.0
7909,Raja Rajeshwari Nagar,1693.0,3.0,71.38,3.0
7910,Raja Rajeshwari Nagar,3600.0,9.0,240.0,9.0
7911,Raja Rajeshwari Nagar,1196.0,2.0,40.54,2.0
7912,Raja Rajeshwari Nagar,1196.0,2.0,40.54,2.0
7913,Raja Rajeshwari Nagar,1630.0,3.0,60.65,3.0
7914,Raja Rajeshwari Nagar,1531.0,3.0,51.77,3.0
7915,Raja Rajeshwari Nagar,1160.0,2.0,70.0,2.0
7916,Raja Rajeshwari Nagar,1133.0,2.0,38.37,2.0
7917,Raja Rajeshwari Nagar,1140.0,2.0,48.7,2.0
7918,Raja Rajeshwari Nagar,1140.0,2.0,38.65,2.0
7919,Raja Rajeshwari Nagar,1140.0,2.0,38.55,2.0
7920,Raja Rajeshwari Nagar,1295.0,2.0,55.47,2.0
7921,Raja Rajeshwari Nagar,1133.0,2.0,40.0,2.0
7922,Raja Rajeshwari Nagar,1510.0,2.0,55.0,3.0
7923,Raja Rajeshwari Nagar,1550.0,3.0,86.8,3.0
7924,Raja Rajeshwari Nagar,1400.0,2.0,45.0,2.0
7925,Raja Rajeshwari Nagar,1110.0,2.0,52.0,2.0
7926,Raja Rajeshwari Nagar,1580.0,3.0,83.74,3.0
7927,Raja Rajeshwari Nagar,1608.0,3.0,54.51,3.0
7928,Raja Rajeshwari Nagar,1640.0,3.0,86.8,3.0
7929,Raja Rajeshwari Nagar,1500.0,3.0,51.04,3.0
7930,Raja Rajeshwari Nagar,1185.0,2.0,51.15,2.0
7931,Raja Rajeshwari Nagar,1295.0,2.0,43.9,2.0
7932,Raja Rajeshwari Nagar,1279.0,2.0,53.76,3.0
7933,Raja Rajeshwari Nagar,1196.0,2.0,40.54,2.0
7934,Raja Rajeshwari Nagar,1240.0,2.0,40.54,2.0
7935,Raja Rajeshwari Nagar,1090.0,2.0,57.0,2.0
7936,Raja Rajeshwari Nagar,1240.0,2.0,42.04,2.0
7937,Raja Rajeshwari Nagar,1757.0,3.0,98.0,3.0
7938,Raja Rajeshwari Nagar,1530.0,3.0,64.0,3.0
7939,Raja Rajeshwari Nagar,1587.0,3.0,73.8,3.0
7940,Raja Rajeshwari Nagar,1529.0,3.0,51.77,3.0
7941,Raja Rajeshwari Nagar,1295.0,2.0,55.47,2.0
7942,Raja Rajeshwari Nagar,1450.0,2.0,67.0,3.0
7943,Raja Rajeshwari Nagar,1090.0,2.0,57.0,2.0
7944,Raja Rajeshwari Nagar,945.0,2.0,45.0,2.0
7945,Raja Rajeshwari Nagar,1303.0,2.0,55.78,2.0
7946,Raja Rajeshwari Nagar,3450.0,7.0,225.0,8.0
7947,Raja Rajeshwari Nagar,1419.0,2.0,48.1,2.0
7948,Raja Rajeshwari Nagar,1700.0,2.0,86.0,3.0
7949,Raja Rajeshwari Nagar,1270.0,2.0,62.0,2.0
7950,Raja Rajeshwari Nagar,1250.0,2.0,68.0,2.0
7951,Raja Rajeshwari Nagar,1260.0,2.0,62.0,3.0
7952,Raja Rajeshwari Nagar,1196.0,2.0,40.54,2.0
7953,Raja Rajeshwari Nagar,1580.0,2.0,66.85,3.0
7954,Raja Rajeshwari Nagar,1050.0,2.0,37.0,2.0
7955,Raja Rajeshwari Nagar,1021.0,3.0,59.0,3.0
7956,Raja Rajeshwari Nagar,1196.0,2.0,40.54,2.0
7957,Raja Rajeshwari Nagar,1500.0,3.0,88.0,3.0
7958,Raja Rajeshwari Nagar,1168.0,2.0,66.0,2.0
7959,Raja Rajeshwari Nagar,1400.0,2.0,86.0,3.0
7960,Raja Rajeshwari Nagar,1157.0,2.0,65.0,2.0
7961,Raja Rajeshwari Nagar,1206.0,2.0,40.7,2.0
7962,Raja Rajeshwari Nagar,1000.0,2.0,50.0,2.0
7963,Raja Rajeshwari Nagar,1485.0,2.0,63.0,3.0
7964,Raja Rajeshwari Nagar,1335.0,2.0,56.0,3.0
7965,Raja Rajeshwari Nagar,1571.0,3.0,53.12,3.0
7966,Raja Rajeshwari Nagar,1255.0,2.0,42.54,2.0
7967,Raja Rajeshwari Nagar,1530.0,3.0,64.86,3.0
7968,Raja Rajeshwari Nagar,1850.0,3.0,98.0,3.0
7969,Raja Rajeshwari Nagar,1140.0,2.0,44.0,2.0
7970,Raja Rajeshwari Nagar,6000.0,8.0,215.0,8.0
7971,Raja Rajeshwari Nagar,1140.0,2.0,39.0,2.0
7972,Raja Rajeshwari Nagar,510.0,1.0,22.0,1.0
7973,Raja Rajeshwari Nagar,1187.0,2.0,40.14,2.0
7974,Raja Rajeshwari Nagar,1141.0,2.0,60.0,2.0
7975,Rajaji Nagar,1640.0,3.0,229.0,3.0
7976,Rajaji Nagar,2390.0,3.0,415.0,3.0
7977,Rajaji Nagar,2390.0,3.0,410.0,3.0
7978,Rajaji Nagar,1725.0,3.0,200.0,3.0
7979,Rajaji Nagar,3516.0,4.0,540.0,4.0
7980,Rajaji Nagar,1640.0,3.0,223.0,3.0
7981,Rajaji Nagar,3526.0,4.0,492.0,4.0
7982,Rajaji Nagar,1800.0,4.0,324.0,6.0
7983,Rajaji Nagar,3526.0,4.0,558.0,4.0
7984,Rajaji Nagar,2849.0,5.0,300.0,5.0
7985,Rajaji Nagar,1800.0,3.0,260.0,3.0
7986,Rajaji Nagar,1640.0,3.0,241.0,3.0
7987,Rajaji Nagar,1370.0,2.0,170.0,2.0
7988,Rajaji Nagar,2409.0,3.0,360.0,3.0
7989,Rajaji Nagar,3436.0,6.0,475.0,4.0
7990,Rajaji Nagar,1718.0,3.0,288.0,2.0
7991,Rajaji Nagar,2386.0,3.0,334.0,3.0
7992,Rajaji Nagar,3436.0,6.0,500.0,4.0
7993,Rajaji Nagar,1200.0,2.0,150.0,2.0
7994,Rajaji Nagar,1160.0,1.0,163.0,2.0
7995,Rajaji Nagar,660.0,1.0,75.0,1.0
7996,Rajaji Nagar,1440.0,2.0,170.0,2.0
7997,Rajaji Nagar,2448.0,3.0,400.0,3.0
7998,Rajaji Nagar,1440.0,2.0,185.0,2.0
7999,Rajaji Nagar,1640.0,3.0,230.0,3.0
8000,Rajaji Nagar,3730.0,4.0,370.0,4.0
8001,Rajaji Nagar,1800.0,2.0,250.0,3.0
8002,Rajaji Nagar,3100.0,4.0,550.0,4.0
8003,Rajaji Nagar,3526.0,4.0,598.0,4.0
8004,Rajaji Nagar,1357.0,2.0,130.0,2.0
8005,Rajaji Nagar,2300.0,3.0,369.0,3.0
8006,Rajaji Nagar,1640.0,3.0,220.0,3.0
8007,Rajaji Nagar,2500.0,3.0,350.0,3.0
8008,Rajaji Nagar,1615.0,3.0,175.0,3.0
8009,Rajaji Nagar,1776.0,3.0,190.0,3.0
8010,Rajaji Nagar,2559.0,3.0,403.0,3.0
8011,Rajaji Nagar,1763.0,3.0,262.0,2.0
8012,Rajaji Nagar,1640.0,3.0,220.0,3.0
8013,Rajaji Nagar,1613.0,3.0,150.0,3.0
8014,Rajaji Nagar,1380.0,3.0,130.0,3.0
8015,Rajaji Nagar,2400.0,3.0,320.0,5.0
8016,Rajaji Nagar,1800.0,3.0,240.0,3.0
8017,Rajaji Nagar,2533.0,3.0,425.0,3.0
8018,Rajaji Nagar,1268.0,2.0,127.0,2.0
8019,Rajaji Nagar,2450.0,3.0,330.0,3.0
8020,Rajaji Nagar,1640.0,3.0,262.0,3.0
8021,Rajaji Nagar,1200.0,1.0,200.0,2.0
8022,Rajaji Nagar,2367.0,3.0,375.0,3.0
8023,Rajaji Nagar,2440.0,2.0,415.0,4.0
8024,Rajaji Nagar,1640.0,3.0,251.0,3.0
8025,Rajaji Nagar,2733.0,5.0,259.0,4.0
8026,Rajaji Nagar,1640.0,3.0,268.0,3.0
8027,Rajaji Nagar,2367.0,4.0,340.0,3.0
8028,Rajaji Nagar,1720.0,3.0,224.0,3.0
8029,Rajaji Nagar,3600.0,5.0,510.0,5.0
8030,Rajaji Nagar,1350.0,4.0,230.0,4.0
8031,Rajaji Nagar,1700.0,3.0,200.0,3.0
8032,Rajaji Nagar,2300.0,4.0,240.0,3.0
8033,Rajaji Nagar,2400.0,5.0,408.0,5.0
8034,Rajaji Nagar,2500.0,3.0,340.0,3.0
8035,Rajaji Nagar,2390.0,3.0,372.0,3.0
8036,Rajaji Nagar,2415.0,3.0,399.0,3.0
8037,Rajaji Nagar,1718.0,3.0,275.0,2.0
8038,Rajaji Nagar,1763.0,3.0,240.0,2.0
8039,Rajaji Nagar,2367.0,3.0,320.0,3.0
8040,Rajaji Nagar,2409.0,3.0,395.0,3.0
8041,Rajaji Nagar,1314.0,2.0,225.0,2.0
8042,Rajaji Nagar,1440.0,2.0,165.0,2.0
8043,Rajaji Nagar,1640.0,3.0,245.0,3.0
8044,Rajiv Nagar,1690.0,3.0,125.0,3.0
8045,Rajiv Nagar,1263.0,2.0,93.32,2.0
8046,Rajiv Nagar,2340.0,4.0,148.0,4.0
8047,Rajiv Nagar,2340.0,5.0,129.0,4.0
8048,Rajiv Nagar,1330.0,2.0,93.0,2.0
8049,Rajiv Nagar,2340.0,5.0,129.0,4.0
8050,Rajiv Nagar,1309.0,2.0,80.0,2.0
8051,Rajiv Nagar,2340.0,4.0,145.0,4.0
8052,Rajiv Nagar,2330.0,5.0,175.0,4.0
8053,Rajiv Nagar,2340.0,5.0,160.0,4.0
8054,Ramagondanahalli,1151.0,2.0,48.77,2.0
8055,Ramagondanahalli,1251.0,2.0,47.0,2.0
8056,Ramagondanahalli,1235.0,2.0,52.04,2.0
8057,Ramagondanahalli,1610.0,2.0,111.0,3.0
8058,Ramagondanahalli,540.0,1.0,30.0,1.0
8059,Ramagondanahalli,1635.0,3.0,62.0,3.0
8060,Ramagondanahalli,1235.0,2.0,46.8,2.0
8061,Ramagondanahalli,1215.0,2.0,51.26,2.0
8062,Ramagondanahalli,2257.0,4.0,157.0,3.0
8063,Ramagondanahalli,1251.0,2.0,47.4,2.0
8064,Ramagondanahalli,1610.0,2.0,115.0,3.0
8065,Ramagondanahalli,920.0,2.0,65.0,2.0
8066,Ramagondanahalli,1215.0,2.0,45.5,2.0
8067,Ramagondanahalli,2800.0,4.0,155.0,4.0
8068,Ramagondanahalli,1253.0,2.0,52.66,2.0
8069,Ramagondanahalli,1295.0,2.0,95.0,2.0
8070,Ramagondanahalli,1151.0,2.0,50.5,2.0
8071,Ramagondanahalli,1235.0,2.0,49.3,2.0
8072,Ramagondanahalli,2257.0,3.0,159.0,3.0
8073,Ramagondanahalli,1295.0,2.0,95.0,2.0
8074,Ramagondanahalli,1451.0,3.0,60.44,3.0
8075,Ramagondanahalli,1910.0,3.0,142.0,3.0
8076,Ramagondanahalli,1215.0,2.0,46.1,2.0
8077,Ramagondanahalli,1475.0,2.0,63.0,3.0
8078,Ramagondanahalli,1251.0,2.0,50.0,2.0
8079,Ramagondanahalli,1610.0,2.0,115.0,3.0
8080,Ramagondanahalli,1151.0,2.0,43.6,2.0
8081,Ramagondanahalli,1635.0,3.0,61.0,3.0
8082,Ramagondanahalli,1251.0,2.0,53.0,2.0
8083,Ramagondanahalli,845.0,2.0,45.82,2.0
8084,Ramagondanahalli,1910.0,3.0,150.0,3.0
8085,Ramagondanahalli,1738.0,2.0,76.0,3.0
8086,Ramagondanahalli,2040.0,3.0,114.0,3.0
8087,Ramagondanahalli,3350.0,3.0,150.0,3.0
8088,Ramagondanahalli,1251.0,2.0,46.0,2.0
8089,Ramagondanahalli,1635.0,3.0,57.0,3.0
8090,Ramagondanahalli,1151.0,2.0,46.0,2.0
8091,Ramagondanahalli,1610.0,2.0,112.0,3.0
8092,Ramagondanahalli,1610.0,2.0,115.0,3.0
8093,Ramagondanahalli,1200.0,3.0,56.1,3.0
8094,Ramagondanahalli,2787.0,5.0,220.0,4.0
8095,Ramagondanahalli,1475.0,2.0,55.0,3.0
8096,Ramagondanahalli,1125.0,2.0,75.0,2.0
8097,Ramagondanahalli,1151.0,2.0,42.5,2.0
8098,Ramagondanahalli,2257.0,3.0,155.0,3.0
8099,Ramagondanahalli,1500.0,3.0,100.0,3.0
8100,Ramagondanahalli,1680.0,2.0,68.0,3.0
8101,Ramagondanahalli,1910.0,3.0,131.0,3.0
8102,Ramamurthy Nagar,3700.0,4.0,225.0,4.0
8103,Ramamurthy Nagar,3500.0,5.0,150.0,5.0
8104,Ramamurthy Nagar,1050.0,2.0,37.0,2.0
8105,Ramamurthy Nagar,1040.0,2.0,50.0,2.0
8106,Ramamurthy Nagar,1600.0,3.0,75.0,3.0
8107,Ramamurthy Nagar,1200.0,3.0,72.0,2.0
8108,Ramamurthy Nagar,360.0,1.0,26.0,1.0
8109,Ramamurthy Nagar,950.0,2.0,50.79,2.0
8110,Ramamurthy Nagar,1200.0,2.0,66.0,3.0
8111,Ramamurthy Nagar,1525.0,3.0,100.0,3.0
8112,Ramamurthy Nagar,1200.0,2.0,80.0,2.0
8113,Ramamurthy Nagar,1200.0,2.0,42.0,2.0
8114,Ramamurthy Nagar,1515.0,3.0,65.0,3.0
8115,Ramamurthy Nagar,1100.0,2.0,68.0,2.0
8116,Ramamurthy Nagar,1185.0,2.0,45.5,2.0
8117,Ramamurthy Nagar,1170.0,2.0,46.8,2.0
8118,Ramamurthy Nagar,1150.0,2.0,51.0,2.0
8119,Ramamurthy Nagar,1200.0,2.0,48.0,2.0
8120,Ramamurthy Nagar,3600.0,3.0,150.0,3.0
8121,Ramamurthy Nagar,600.0,3.0,45.0,2.0
8122,Ramamurthy Nagar,1110.0,2.0,65.0,2.0
8123,Ramamurthy Nagar,1410.0,2.0,56.4,3.0
8124,Ramamurthy Nagar,1200.0,2.0,78.0,2.0
8125,Ramamurthy Nagar,1000.0,2.0,41.0,3.0
8126,Ramamurthy Nagar,600.0,1.0,43.0,1.0
8127,Ramamurthy Nagar,1006.0,2.0,57.0,2.0
8128,Ramamurthy Nagar,1200.0,2.0,76.0,2.0
8129,Ramamurthy Nagar,1300.0,2.0,52.0,3.0
8130,Ramamurthy Nagar,1600.0,3.0,75.0,3.0
8131,Ramamurthy Nagar,700.0,2.0,33.0,2.0
8132,Ramamurthy Nagar,1125.0,2.0,47.0,2.0
8133,Ramamurthy Nagar,1000.0,2.0,62.0,2.0
8134,Ramamurthy Nagar,1334.0,2.0,67.0,2.0
8135,Ramamurthy Nagar,1200.0,2.0,46.0,2.0
8136,Ramamurthy Nagar,1200.0,2.0,57.9,2.0
8137,Ramamurthy Nagar,1305.0,3.0,60.0,3.0
8138,Ramamurthy Nagar,1360.0,2.0,45.0,2.0
8139,Ramamurthy Nagar,1170.0,2.0,44.0,2.0
8140,Ramamurthy Nagar,2200.0,4.0,130.0,4.0
8141,Ramamurthy Nagar,1050.0,2.0,51.66,2.0
8142,Ramamurthy Nagar,2916.0,5.0,230.0,4.0
8143,Ramamurthy Nagar,2316.0,3.0,125.0,3.0
8144,Ramamurthy Nagar,1101.0,2.0,50.0,2.0
8145,Ramamurthy Nagar,1150.0,2.0,40.0,2.0
8146,Ramamurthy Nagar,1208.0,2.0,43.5,3.0
8147,Ramamurthy Nagar,1050.0,2.0,37.8,2.0
8148,Ramamurthy Nagar,935.0,2.0,39.0,2.0
8149,Ramamurthy Nagar,1200.0,2.0,68.0,2.0
8150,Ramamurthy Nagar,540.0,1.0,35.0,1.0
8151,Ramamurthy Nagar,960.0,2.0,35.0,2.0
8152,Rayasandra,1314.0,2.0,63.0,3.0
8153,Rayasandra,1065.0,2.0,44.95,2.0
8154,Rayasandra,1708.0,3.0,75.0,3.0
8155,Rayasandra,1199.0,2.0,48.5,3.0
8156,Rayasandra,1577.0,3.0,67.0,3.0
8157,Rayasandra,1253.0,2.0,57.0,2.0
8158,Rayasandra,583.0,1.0,26.9,1.0
8159,Rayasandra,1198.0,2.0,54.0,2.0
8160,Rayasandra,1555.0,3.0,75.17,3.0
8161,Rayasandra,1458.0,3.0,60.0,3.0
8162,Rayasandra,1179.0,2.0,55.0,3.0
8163,Rayasandra,1601.0,3.0,70.0,3.0
8164,Rayasandra,1708.0,3.0,76.0,4.0
8165,Rayasandra,470.0,1.0,21.0,1.0
8166,Rayasandra,3600.0,5.0,145.0,5.0
8167,Rayasandra,1357.0,2.0,59.0,3.0
8168,Sahakara Nagar,2830.0,3.0,195.0,4.0
8169,Sahakara Nagar,1500.0,2.0,95.0,3.0
8170,Sahakara Nagar,1100.0,2.0,56.0,2.0
8171,Sahakara Nagar,1219.0,2.0,48.0,2.0
8172,Sahakara Nagar,1100.0,2.0,75.0,3.0
8173,Sahakara Nagar,1655.0,3.0,115.0,3.0
8174,Sahakara Nagar,1150.0,2.0,54.0,2.0
8175,Sahakara Nagar,1270.0,2.0,69.85,2.0
8176,Sahakara Nagar,960.0,2.0,56.0,2.0
8177,Sahakara Nagar,1048.0,2.0,50.0,2.0
8178,Sahakara Nagar,1160.0,2.0,55.0,2.0
8179,Sahakara Nagar,1200.0,2.0,75.0,3.0
8180,Sahakara Nagar,2500.0,4.0,200.0,4.0
8181,Sahakara Nagar,1914.0,3.0,179.0,3.0
8182,Sahakara Nagar,1500.0,3.0,125.0,3.0
8183,Sahakara Nagar,1100.0,2.0,55.0,2.0
8184,Sahakara Nagar,1914.0,3.0,149.0,3.0
8185,Sahakara Nagar,1000.0,2.0,60.0,2.0
8186,Sahakara Nagar,2200.0,3.0,98.0,3.0
8187,Sahakara Nagar,1175.0,2.0,49.0,2.0
8188,Sahakara Nagar,1370.0,2.0,90.0,3.0
8189,Sahakara Nagar,1100.0,2.0,55.0,2.0
8190,Sahakara Nagar,1100.0,2.0,75.0,3.0
8191,Sahakara Nagar,1180.0,2.0,72.0,2.0
8192,Sahakara Nagar,1200.0,2.0,60.0,2.0
8193,Sahakara Nagar,1032.0,2.0,45.0,2.0
8194,Sahakara Nagar,1200.0,2.0,46.0,2.0
8195,Sahakara Nagar,1270.0,2.0,96.0,2.0
8196,Sahakara Nagar,1201.0,2.0,80.0,2.0
8197,Sahakara Nagar,1200.0,2.0,54.0,2.0
8198,Sahakara Nagar,1291.0,2.0,72.3,2.0
8199,Sanjay nagar,1000.0,2.0,70.0,2.0
8200,Sanjay nagar,1100.0,2.0,98.0,2.0
8201,Sanjay nagar,1150.0,2.0,72.2,2.0
8202,Sanjay nagar,1800.0,3.0,180.0,3.0
8203,Sanjay nagar,630.0,1.0,35.0,2.0
8204,Sanjay nagar,3300.0,3.0,250.0,5.0
8205,Sanjay nagar,1900.0,2.0,180.0,3.0
8206,Sanjay nagar,1575.0,2.0,90.0,2.0
8207,Sanjay nagar,1450.0,3.0,75.0,3.0
8208,Sanjay nagar,1200.0,2.0,76.0,3.0
8209,Sanjay nagar,960.0,2.0,55.0,2.0
8210,Sanjay nagar,1050.0,2.0,59.0,2.0
8211,Sanjay nagar,1150.0,2.0,70.0,2.0
8212,Sanjay nagar,1500.0,3.0,150.0,3.0
8213,Sanjay nagar,1180.0,2.0,80.0,2.0
8214,Sarakki Nagar,2121.0,4.0,253.0,3.0
8215,Sarakki Nagar,2289.0,3.0,260.0,3.0
8216,Sarakki Nagar,2500.0,4.0,325.0,3.0
8217,Sarakki Nagar,2145.0,4.0,270.0,3.0
8218,Sarakki Nagar,1200.0,3.0,128.0,3.0
8219,Sarakki Nagar,2663.0,4.0,338.0,3.0
8220,Sarakki Nagar,1840.0,4.0,175.0,3.0
8221,Sarakki Nagar,3131.0,4.0,349.0,4.0
8222,Sarakki Nagar,3126.0,5.0,345.0,4.0
8223,Sarakki Nagar,3124.0,6.0,349.0,4.0
8224,Sarjapur,2250.0,3.0,148.0,3.0
8225,Sarjapur,1600.0,3.0,75.0,3.0
8226,Sarjapur,913.0,2.0,32.0,2.0
8227,Sarjapur,1128.0,2.0,60.0,2.0
8228,Sarjapur,1185.0,2.0,47.0,2.0
8229,Sarjapur,900.0,2.0,42.0,3.0
8230,Sarjapur,1020.0,2.0,35.0,2.0
8231,Sarjapur,1195.0,2.0,42.0,2.0
8232,Sarjapur,1240.0,2.0,44.0,2.0
8233,Sarjapur,1550.0,2.0,65.0,4.0
8234,Sarjapur,950.0,2.0,32.5,2.0
8235,Sarjapur,1285.0,2.0,68.0,3.0
8236,Sarjapur,1525.0,2.0,48.0,3.0
8237,Sarjapur,925.0,2.0,25.0,2.0
8238,Sarjapur,3190.0,3.0,160.0,4.0
8239,Sarjapur,1215.0,2.0,40.0,2.0
8240,Sarjapur,2540.0,4.0,115.0,4.0
8241,Sarjapur,1200.0,3.0,78.0,3.0
8242,Sarjapur,1000.0,2.0,30.0,2.0
8243,Sarjapur,1157.0,2.0,40.0,2.0
8244,Sarjapur,2238.0,3.0,140.0,3.0
8245,Sarjapur,2020.0,3.0,85.0,3.0
8246,Sarjapur,2885.0,3.0,185.0,4.0
8247,Sarjapur,1917.0,3.0,60.0,4.0
8248,Sarjapur,1240.0,2.0,44.3,2.0
8249,Sarjapur,625.0,1.0,19.0,1.0
8250,Sarjapur,940.0,2.0,25.38,2.0
8251,Sarjapur,2100.0,3.0,125.0,4.0
8252,Sarjapur,913.0,2.0,36.0,2.0
8253,Sarjapur,1404.0,2.0,53.35,3.0
8254,Sarjapur,1830.0,3.0,88.0,3.0
8255,Sarjapur,1364.0,2.0,56.0,3.0
8256,Sarjapur,1124.0,2.0,30.35,2.0
8257,Sarjapur,1044.0,2.0,32.0,2.0
8258,Sarjapur,650.0,1.0,19.87,1.0
8259,Sarjapur,1175.0,2.0,42.0,2.0
8260,Sarjapur,1240.0,2.0,43.1,2.0
8261,Sarjapur,1170.0,2.0,35.41,3.0
8262,Sarjapur,1032.0,2.0,42.0,2.0
8263,Sarjapur,1044.0,2.0,34.0,2.0
8264,Sarjapur,1200.0,3.0,76.13,3.0
8265,Sarjapur,1200.0,2.0,62.0,2.0
8266,Sarjapur,900.0,2.0,27.98,2.0
8267,Sarjapur,2970.0,3.0,130.0,4.0
8268,Sarjapur,1205.0,2.0,29.0,2.0
8269,Sarjapur,850.0,2.0,32.0,2.0
8270,Sarjapur,1175.0,2.0,41.68,2.0
